Open,High,Low,Close,Adj Close,Volume,Date
26788.97461,27150.97656,26661.35547,26930.63867,26930.63867,10014858959,5/14/23
26931.38477,27646.34766,26766.09766,27192.69336,27192.69336,14413231792,5/15/23
27171.51367,27299.30469,26878.94727,27036.65039,27036.65039,12732238816,5/16/23
27035.4707,27465.92773,26600.14453,27398.80273,27398.80273,15140006925,5/17/23
27401.65039,27466.52734,26415.10156,26832.20898,26832.20898,15222938600,5/18/23
26826.75391,27128.61914,26700.21094,26890.12891,26890.12891,11258983301,5/19/23
26888.8418,27155.1582,26843.27734,27129.58594,27129.58594,7044911360,5/20/23
27118.42383,27265.91797,26706.92188,26753.82617,26753.82617,8647416921,5/21/23
26749.89258,27045.73438,26549.73438,26851.27734,26851.27734,11056770492,5/22/23
26855.96094,27434.68359,26816.17969,27225.72656,27225.72656,13697203143,5/23/23
27224.60352,27224.60352,26106.57617,26334.81836,26334.81836,16299104428,5/24/23
26329.46094,26591.51953,25890.59375,26476.20703,26476.20703,13851122697,5/25/23
26474.18164,26916.66992,26343.94922,26719.29102,26719.29102,12711619225,5/26/23
26720.18164,26888.88281,26621.14063,26868.35352,26868.35352,7892015141,5/27/23
26871.1582,28193.44922,26802.75195,28085.64648,28085.64648,14545229578,5/28/23
28075.5918,28432.03906,27563.87695,27745.88477,27745.88477,15181308984,5/29/23
27745.12305,28044.75977,27588.50195,27702.34961,27702.34961,13251081851,5/30/23
27700.5293,27831.67773,26866.45313,27219.6582,27219.6582,15656371534,5/31/23
27218.41211,27346.10547,26671.7207,26819.97266,26819.97266,14678970415,6/1/23
26824.55664,27303.86133,26574.64453,27249.58984,27249.58984,14837415000,6/2/23
27252.32422,27317.05273,26958.00391,27075.12891,27075.12891,8385597470,6/3/23
27075.12305,27407.01953,26968.22461,27119.06641,27119.06641,9360912318,6/4/23
27123.10938,27129.98242,25445.16797,25760.09766,25760.09766,21513292646,6/5/23
25732.10938,27313.82031,25434.86719,27238.7832,27238.7832,21929670693,6/6/23
27235.65039,27332.18164,26146.98828,26345.99805,26345.99805,19530045082,6/7/23
26347.6543,26797.51367,26246.66406,26508.2168,26508.2168,11904824295,6/8/23
26505.92383,26770.28906,26339.31445,26480.375,26480.375,11015551640,6/9/23
26481.76172,26531.04492,25501.83594,25851.24023,25851.24023,19872933189,6/10/23
25854.03125,26203.43945,25668.98633,25940.16797,25940.16797,10732609603,6/11/23
25934.28516,26087.91992,25675.19727,25902.5,25902.5,11677889997,6/12/23
25902.94141,26376.35156,25728.36523,25918.72852,25918.72852,14143474486,6/13/23
25920.25781,26041.80078,24902.15234,25124.67578,25124.67578,14265717766,6/14/23
25121.67383,25735.30859,24797.16797,25576.39453,25576.39453,15837384409,6/15/23
25575.2832,26463.17383,25245.35742,26327.46289,26327.46289,16324646965,6/16/23
26328.67969,26769.39453,26174.49219,26510.67578,26510.67578,11090276850,6/17/23
26510.45703,26675.92578,26325.89063,26336.21289,26336.21289,9565695129,6/18/23
26335.44141,26984.61133,26312.83203,26851.0293,26851.0293,12826986222,6/19/23
26841.66406,28388.96875,26668.79102,28327.48828,28327.48828,22211859147,6/20/23
28311.31055,30737.33008,28283.41016,30027.29688,30027.29688,33346760979,6/21/23
29995.93555,30495.99805,29679.1582,29912.28125,29912.28125,20653160491,6/22/23
29896.38281,31389.53906,29845.21484,30695.46875,30695.46875,24115570085,6/23/23
30708.73828,30804.14844,30290.14648,30548.69531,30548.69531,12147822496,6/24/23
30545.15039,31041.27148,30327.94336,30480.26172,30480.26172,12703464114,6/25/23
30480.52344,30636.0293,29955.74414,30271.13086,30271.13086,16493186997,6/26/23
30274.32031,31006.78711,30236.65039,30688.16406,30688.16406,16428827944,6/27/23
30696.56055,30703.2793,29921.82227,30086.24609,30086.24609,14571500779,6/28/23
30086.1875,30796.25,30057.20313,30445.35156,30445.35156,13180860821,6/29/23
30441.35352,31256.86328,29600.27539,30477.25195,30477.25195,26387306197,6/30/23
30471.84766,30641.28906,30328.86523,30590.07813,30590.07813,9086606733,7/1/23
30587.26953,30766.14063,30264.01953,30620.76953,30620.76953,10533418042,7/2/23
30624.51563,31375.61328,30586.51367,31156.43945,31156.43945,15271884873,7/3/23
31156.86523,31325.19727,30659.35547,30777.58203,30777.58203,12810828427,7/4/23
30778.72461,30877.33008,30225.61328,30514.16602,30514.16602,12481622280,7/5/23
30507.15039,31460.05273,29892.22656,29909.33789,29909.33789,21129219509,7/6/23
29907.99805,30434.64453,29777.28516,30342.26563,30342.26563,13384770155,7/7/23
30346.92188,30374.4375,30080.16016,30292.54102,30292.54102,7509378699,7/8/23
30291.61133,30427.58984,30085.5918,30171.23438,30171.23438,7903327692,7/9/23
30172.42383,31026.08398,29985.39453,30414.4707,30414.4707,14828209155,7/10/23
30417.63281,30788.31445,30358.09766,30620.95117,30620.95117,12151839152,7/11/23
30622.24609,30959.96484,30228.83594,30391.64648,30391.64648,14805659717,7/12/23
30387.48828,31814.51563,30268.35156,31476.04883,31476.04883,23686079548,7/13/23
31474.7207,31582.25391,29966.38672,30334.06836,30334.06836,20917902660,7/14/23
30331.7832,30407.78125,30263.46289,30295.80664,30295.80664,8011667756,7/15/23
30297.47266,30437.56055,30089.66992,30249.13281,30249.13281,8516564470,7/16/23
30249.62695,30336.40039,29685.7832,30145.88867,30145.88867,13240156074,7/17/23
30147.07031,30233.65625,29556.42773,29856.5625,29856.5625,13138897269,7/18/23
29862.04688,30184.18164,29794.26953,29913.92383,29913.92383,12128602812,7/19/23
29915.25,30195.53125,29638.0957,29792.01563,29792.01563,14655207121,7/20/23
29805.11133,30045.99805,29733.85156,29908.74414,29908.74414,10972789818,7/21/23
29908.69727,29991.61523,29664.12109,29771.80273,29771.80273,7873300598,7/22/23
29790.11133,30330.64063,29741.52734,30084.53906,30084.53906,9220145050,7/23/23
30081.66211,30093.39453,28934.29492,29176.91602,29176.91602,15395817395,7/24/23
29178.9707,29353.16016,29062.43359,29227.39063,29227.39063,10266772793,7/25/23
29225.75977,29675.55273,29113.91211,29354.97266,29354.97266,13497554655,7/26/23
29353.79883,29560.9668,29099.35156,29210.68945,29210.68945,10770779217,7/27/23
29212.16406,29521.51367,29125.8457,29319.24609,29319.24609,11218474952,7/28/23
29319.44531,29396.84375,29264.16602,29356.91797,29356.91797,6481775959,7/29/23
29357.09375,29443.16992,29059.50195,29275.30859,29275.30859,8678454527,7/30/23
29278.31445,29489.87305,29131.57813,29230.11133,29230.11133,11656781982,7/31/23
29230.87305,29675.73242,28657.02344,29675.73242,29675.73242,18272392391,8/1/23
29704.14648,29987.99805,28946.50977,29151.95898,29151.95898,19212655598,8/2/23
29161.8125,29375.70703,28959.48828,29178.67969,29178.67969,12780357746,8/3/23
29174.38281,29302.07813,28885.33594,29074.0918,29074.0918,12036639988,8/4/23
29075.38867,29102.46484,28957.79688,29042.12695,29042.12695,6598366353,8/5/23
29043.70117,29160.82227,28963.83398,29041.85547,29041.85547,7269806994,8/6/23
29038.51367,29244.28125,28724.14063,29180.57813,29180.57813,13618163710,8/7/23
29180.01953,30176.79688,29113.81445,29765.49219,29765.49219,17570561357,8/8/23
29766.69531,30093.43555,29376.80078,29561.49414,29561.49414,18379521213,8/9/23
29563.97266,29688.56445,29354.44727,29429.5918,29429.5918,11865344789,8/10/23
29424.90234,29517.77344,29253.51758,29397.71484,29397.71484,10195168197,8/11/23
29399.78711,29465.11328,29357.58789,29415.96484,29415.96484,6194358008,8/12/23
29416.59375,29441.43359,29265.80664,29282.91406,29282.91406,7329897180,8/13/23
29283.26367,29660.25391,29124.10547,29408.44336,29408.44336,14013695304,8/14/23
29408.04883,29439.12109,29088.85352,29170.34766,29170.34766,12640195779,8/15/23
29169.07422,29221.97656,28701.7793,28701.7793,28701.7793,14949271904,8/16/23
28699.80273,28745.94727,25409.11133,26664.55078,26664.55078,31120851211,8/17/23
26636.07813,26808.19531,25668.92188,26049.55664,26049.55664,24026236529,8/18/23
26047.83203,26249.44922,25802.4082,26096.20508,26096.20508,10631443812,8/19/23
26096.86133,26260.68164,26004.31445,26189.58398,26189.58398,9036580420,8/20/23
26188.69141,26220.20117,25846.08789,26124.14063,26124.14063,13371557893,8/21/23
26130.74805,26135.50781,25520.72852,26031.65625,26031.65625,14503820706,8/22/23
26040.47461,26786.89844,25804.99805,26431.64063,26431.64063,16985265785,8/23/23
26431.51953,26554.91016,25914.92578,26162.37305,26162.37305,12871532023,8/24/23
26163.67969,26248.10352,25786.8125,26047.66797,26047.66797,12406045118,8/25/23
26047.23438,26107.38477,25983.87891,26008.46289,26008.46289,6034817316,8/26/23
26008.24219,26165.37305,25965.09766,26089.69336,26089.69336,6913768611,8/27/23
26089.61523,26198.57813,25880.59961,26106.15039,26106.15039,11002805166,8/28/23
26102.48633,28089.33789,25912.62891,27727.39258,27727.39258,29368391712,8/29/23
27726.08398,27760.16016,27069.20703,27297.26563,27297.26563,16343655235,8/30/23
27301.92969,27456.07813,25752.92969,25931.47266,25931.47266,20181001451,8/31/23
25934.02148,26125.86914,25362.60938,25800.72461,25800.72461,17202862221,9/1/23
25800.91016,25970.28516,25753.09375,25868.79883,25868.79883,10100387473,9/2/23
25869.47266,26087.14844,25817.03125,25969.56641,25969.56641,8962524523,9/3/23
25968.16992,26081.52539,25657.02539,25812.41602,25812.41602,10680635106,9/4/23
25814.95703,25858.375,25589.98828,25779.98242,25779.98242,11094740040,9/5/23
25783.93164,25953.01563,25404.35938,25753.23633,25753.23633,12752705327,9/6/23
25748.3125,26409.30273,25608.20117,26240.19531,26240.19531,11088307100,9/7/23
26245.20898,26414.00586,25677.48047,25905.6543,25905.6543,10817356400,9/8/23
25905.42578,25921.97656,25810.49414,25895.67773,25895.67773,5481314132,9/9/23
25895.21094,25978.13086,25640.26172,25832.22656,25832.22656,7899553047,9/10/23
25831.71484,25883.94727,24930.29688,25162.6543,25162.6543,14600006467,9/11/23
25160.6582,26451.93945,25133.07813,25833.34375,25833.34375,18657279324,9/12/23
25837.55469,26376.11328,25781.12305,26228.32422,26228.32422,13072077070,9/13/23
26228.27734,26774.62305,26171.45117,26539.67383,26539.67383,13811359124,9/14/23
26533.81836,26840.49805,26240.70117,26608.69336,26608.69336,11479735788,9/15/23
26606.19922,26754.76953,26473.89063,26568.28125,26568.28125,7402031417,9/16/23
26567.92773,26617.99805,26445.07422,26534.1875,26534.1875,6774210670,9/17/23
26532.99414,27414.73438,26415.51563,26754.28125,26754.28125,15615339655,9/18/23
26760.85156,27488.76367,26681.60547,27211.11719,27211.11719,13807690550,9/19/23
27210.22852,27379.50586,26864.08203,27132.00781,27132.00781,13281116604,9/20/23
27129.83984,27152.93945,26389.30078,26567.63281,26567.63281,13371443708,9/21/23
26564.05664,26726.07813,26495.5332,26579.56836,26579.56836,10578746709,9/22/23
26578.55664,26634.18555,26520.51953,26579.39063,26579.39063,7404700301,9/23/23
26579.37305,26716.05859,26221.05078,26256.82617,26256.82617,8192867686,9/24/23
26253.77539,26421.50781,26011.46875,26298.48047,26298.48047,11997833257,9/25/23
26294.75781,26389.88477,26090.71289,26217.25,26217.25,9985498161,9/26/23
26209.49805,26817.8418,26111.46484,26352.7168,26352.7168,11718380997,9/27/23
26355.8125,27259.5,26327.32227,27021.54688,27021.54688,14079002707,9/28/23
27024.8418,27225.9375,26721.76367,26911.7207,26911.7207,10396435377,9/29/23
26911.68945,27091.79492,26888.96875,26967.91602,26967.91602,5331172801,9/30/23
26967.39648,28047.23828,26965.09375,27983.75,27983.75,9503917434,10/1/23
27976.79883,28494.45898,27347.78711,27530.78516,27530.78516,19793041322,10/2/23
27508.25195,27667.19141,27216.00195,27429.97852,27429.97852,11407814187,10/3/23
27429.07422,27826.6582,27248.10547,27799.39453,27799.39453,11143355314,10/4/23
27798.64648,28091.86133,27375.60156,27415.91211,27415.91211,11877253670,10/5/23
27412.12305,28252.53711,27215.55273,27946.59766,27946.59766,13492391599,10/6/23
27946.78125,28028.0918,27870.42383,27968.83984,27968.83984,6553044316,10/7/23
27971.67773,28102.16992,27740.66211,27935.08984,27935.08984,7916875290,10/8/23
27934.47266,27989.4707,27302.5625,27583.67773,27583.67773,12007668568,10/9/23
27589.20117,27715.84766,27301.6543,27391.01953,27391.01953,9973350678,10/10/23
27392.07617,27474.11523,26561.09961,26873.32031,26873.32031,13648094333,10/11/23
26873.29297,26921.43945,26558.32031,26756.79883,26756.79883,9392909295,10/12/23
26752.87891,27092.69727,26686.32227,26862.375,26862.375,15165312851,10/13/23
26866.20313,26969,26814.58594,26861.70703,26861.70703,5388116782,10/14/23
26858.01172,27289.16992,26817.89453,27159.65234,27159.65234,7098201980,10/15/23
27162.62891,29448.13867,27130.47266,28519.4668,28519.4668,27833876539,10/16/23
28522.09766,28618.75195,28110.18555,28415.74805,28415.74805,14872527508,10/17/23
28413.53125,28889.00977,28174.25195,28328.3418,28328.3418,12724128586,10/18/23
28332.41602,28892.47461,28177.98828,28719.80664,28719.80664,14448058195,10/19/23
28732.8125,30104.08594,28601.66992,29682.94922,29682.94922,21536125230,10/20/23
29683.38086,30287.48242,29481.75195,29918.41211,29918.41211,11541146996,10/21/23
29918.6543,30199.43359,29720.3125,29993.89648,29993.89648,10446520040,10/22/23
30140.68555,34370.4375,30097.82813,33086.23438,33086.23438,38363572311,10/23/23
33077.30469,35150.43359,32880.76172,33901.52734,33901.52734,44934999645,10/24/23
33916.04297,35133.75781,33709.10938,34502.82031,34502.82031,25254318008,10/25/23
34504.28906,34832.91016,33762.32422,34156.64844,34156.64844,19427195376,10/26/23
34156.5,34238.21094,33416.88672,33909.80078,33909.80078,16418032871,10/27/23
33907.72266,34399.39063,33874.80469,34089.57422,34089.57422,10160330825,10/28/23
34089.37109,34743.26172,33947.56641,34538.48047,34538.48047,11160323986,10/29/23
34531.74219,34843.93359,34110.97266,34502.36328,34502.36328,17184860315,10/30/23
34500.07813,34719.25391,34083.30859,34667.78125,34667.78125,15758270810,10/31/23
34657.27344,35527.92969,34170.69141,35437.25391,35437.25391,22446272005,11/1/23
35441.57813,35919.84375,34401.57422,34938.24219,34938.24219,20998158544,11/2/23
34942.47266,34942.47266,34133.44141,34732.32422,34732.32422,17158456701,11/3/23
34736.32422,35256.03125,34616.69141,35082.19531,35082.19531,9561294264,11/4/23
35090.01172,35340.33984,34594.24219,35049.35547,35049.35547,12412743996,11/5/23
35044.78906,35286.02734,34765.36328,35037.37109,35037.37109,12693436420,11/6/23
35047.79297,35892.41797,34545.81641,35443.5625,35443.5625,18834737789,11/7/23
35419.47656,35994.41797,35147.80078,35655.27734,35655.27734,17295394918,11/8/23
35633.63281,37926.25781,35592.10156,36693.125,36693.125,37762672382,11/9/23
36702.25,37493.80078,36362.75391,37313.96875,37313.96875,22711265155,11/10/23
37310.07031,37407.09375,36773.66797,37138.05078,37138.05078,13924272142,11/11/23
37133.99219,37227.69141,36779.11719,37054.51953,37054.51953,11545715999,11/12/23
37070.30469,37405.11719,36399.60547,36502.35547,36502.35547,19057712790,11/13/23
36491.78906,36753.35156,34948.5,35537.64063,35537.64063,23857403554,11/14/23
35548.11328,37964.89453,35383.78125,37880.58203,37880.58203,27365821679,11/15/23
37879.98047,37934.625,35545.47266,36154.76953,36154.76953,26007385366,11/16/23
36164.82422,36704.48438,35901.23438,36596.68359,36596.68359,22445028430,11/17/23
36625.37109,36839.28125,36233.3125,36585.70313,36585.70313,11886022717,11/18/23
36585.76563,37509.35547,36414.59766,37386.54688,37386.54688,12915986553,11/19/23
37374.07422,37756.82031,36882.53125,37476.95703,37476.95703,20888209068,11/20/23
37469.16016,37631.14063,35813.8125,35813.8125,35813.8125,25172163756,11/21/23
35756.55469,37856.98047,35670.97266,37432.33984,37432.33984,24397247860,11/22/23
37420.43359,37643.91797,36923.86328,37289.62109,37289.62109,14214948217,11/23/23
37296.31641,38415.33984,37261.60547,37720.28125,37720.28125,22922957823,11/24/23
37721.41406,37892.42969,37617.41797,37796.79297,37796.79297,9099571165,11/25/23
37796.82813,37820.30078,37162.75,37479.12109,37479.12109,13744796068,11/26/23
37454.19141,37559.35547,36750.12891,37254.16797,37254.16797,19002925720,11/27/23
37247.99219,38368.48047,36891.08984,37831.08594,37831.08594,21696137014,11/28/23
37826.10547,38366.11328,37612.63281,37858.49219,37858.49219,20728546658,11/29/23
37861.11719,38141.75391,37531.14063,37712.74609,37712.74609,18115982627,11/30/23
37718.00781,38954.10938,37629.35938,38688.75,38688.75,23512784002,12/1/23
38689.27734,39678.9375,38652.59375,39476.33203,39476.33203,15534035612,12/2/23
39472.20703,40135.60547,39298.16406,39978.39063,39978.39063,15769696322,12/3/23
39978.62891,42371.75,39978.62891,41980.09766,41980.09766,39856129827,12/4/23
41986.26563,44408.66406,41421.14844,44080.64844,44080.64844,36312154535,12/5/23
44080.02344,44265.76953,43478.08203,43746.44531,43746.44531,29909761586,12/6/23
43769.13281,44042.58984,42880.64844,43292.66406,43292.66406,27635760671,12/7/23
43293.13672,44705.51563,43125.29688,44166.60156,44166.60156,24421116687,12/8/23
44180.01953,44361.25781,43627.59766,43725.98438,43725.98438,17368210171,12/9/23
43728.38281,44034.625,43593.28516,43779.69922,43779.69922,13000481418,12/10/23
43792.01953,43808.375,40234.57813,41243.83203,41243.83203,40632672038,12/11/23
41238.73438,42048.30469,40667.5625,41450.22266,41450.22266,24779520132,12/12/23
41468.46484,43429.78125,40676.86719,42890.74219,42890.74219,26797884674,12/13/23
42884.26172,43390.85938,41767.08984,43023.97266,43023.97266,25578530178,12/14/23
43028.25,43087.82422,41692.96875,41929.75781,41929.75781,19639442462,12/15/23
41937.74219,42664.94531,41723.11328,42240.11719,42240.11719,14386729590,12/16/23
42236.10938,42359.49609,41274.54297,41364.66406,41364.66406,16678702876,12/17/23
41348.20313,42720.29688,40530.25781,42623.53906,42623.53906,25224642008,12/18/23
42641.51172,43354.29688,41826.33594,42270.52734,42270.52734,23171001281,12/19/23
42261.30078,44275.58594,42223.81641,43652.25,43652.25,27868908174,12/20/23
43648.125,44240.66797,43330.05078,43869.15234,43869.15234,22452766169,12/21/23
43868.98828,44367.95703,43441.96875,43997.90234,43997.90234,21028503216,12/22/23
44012.19922,44015.69922,43351.35547,43739.54297,43739.54297,13507796558,12/23/23
43728.36719,43945.52344,42786.91797,43016.11719,43016.11719,18830554085,12/24/23
43010.57422,43765.09375,42765.76953,43613.14063,43613.14063,21115795370,12/25/23
43599.84766,43603.17578,41676.48828,42520.40234,42520.40234,30026850982,12/26/23
42518.46875,43683.16016,42167.58203,43442.85547,43442.85547,25260941032,12/27/23
43468.19922,43804.78125,42318.55078,42627.85547,42627.85547,22992093014,12/28/23
42614.64453,43124.32422,41424.0625,42099.40234,42099.40234,26000021055,12/29/23
42091.75391,42584.125,41556.22656,42156.90234,42156.90234,16013925945,12/30/23
42152.09766,42860.9375,41998.25391,42265.1875,42265.1875,16397498810,12/31/23
42280.23438,44175.4375,42214.97656,44167.33203,44167.33203,18426978443,1/1/24
44187.14063,45899.70703,44176.94922,44957.96875,44957.96875,39335274536,1/2/24
44961.60156,45503.24219,40813.53516,42848.17578,42848.17578,46342323118,1/3/24
42855.81641,44770.02344,42675.17578,44179.92188,44179.92188,30448091210,1/4/24
44192.98047,44353.28516,42784.71875,44162.69141,44162.69141,32336029347,1/5/24
44178.95313,44227.63281,43475.15625,43989.19531,43989.19531,16092503468,1/6/24
43998.46484,44495.57031,43662.23047,43943.09766,43943.09766,19330573863,1/7/24
43948.70703,47218,43244.08203,46970.50391,46970.50391,42746192015,1/8/24
46987.64063,47893.69922,45244.71484,46139.73047,46139.73047,39821290992,1/9/24
46121.53906,47647.22266,44483.15234,46627.77734,46627.77734,50114613298,1/10/24
46656.07422,48969.37109,45678.64453,46368.58594,46368.58594,45833734549,1/11/24
46354.79297,46498.13672,41903.76953,42853.16797,42853.16797,43332698900,1/12/24
42799.44531,43234.66016,42464.14453,42842.38281,42842.38281,20601860469,1/13/24
42842.26172,43065.59766,41724.61328,41796.26953,41796.26953,17521429522,1/14/24
41715.06641,43319.72266,41705.41797,42511.96875,42511.96875,22320220558,1/15/24
42499.33594,43566.27344,42085.99609,43154.94531,43154.94531,24062872740,1/16/24
43132.10156,43189.89063,42189.30859,42742.65234,42742.65234,20851232595,1/17/24
42742.3125,42876.34766,40631.17188,41262.05859,41262.05859,25218357242,1/18/24
41278.46094,42134.16016,40297.45703,41618.40625,41618.40625,25752407154,1/19/24
41624.58984,41877.89453,41446.82422,41665.58594,41665.58594,11586690904,1/20/24
41671.48828,41855.36719,41497.00781,41545.78516,41545.78516,9344043642,1/21/24
41553.65234,41651.20703,39450.11719,39507.36719,39507.36719,31338708143,1/22/24
39518.71484,40127.35156,38521.89453,39845.55078,39845.55078,29244553045,1/23/24
39877.59375,40483.78516,39508.79688,40077.07422,40077.07422,22359526178,1/24/24
40075.55078,40254.48047,39545.66406,39933.80859,39933.80859,18491782013,1/25/24
39936.81641,42209.38672,39825.69141,41816.87109,41816.87109,25598119893,1/26/24
41815.625,42195.63281,41431.28125,42120.05469,42120.05469,11422941934,1/27/24
42126.125,42797.17578,41696.91016,42035.59375,42035.59375,16858971687,1/28/24
42030.91406,43305.86719,41818.33203,43288.24609,43288.24609,20668476578,1/29/24
43300.22656,43838.94531,42711.37109,42952.60938,42952.60938,23842814518,1/30/24
42946.25,43717.40625,42298.94531,42582.60547,42582.60547,24673628793,1/31/24
42569.76172,43243.16797,41879.19141,43075.77344,43075.77344,21423953779,2/1/24
43077.64063,43422.48828,42584.33594,43185.85938,43185.85938,18603843039,2/2/24
43184.96484,43359.94141,42890.80859,42992.25,42992.25,11169245236,2/3/24
42994.94141,43097.64453,42374.83203,42583.58203,42583.58203,14802225490,2/4/24
42577.62109,43494.25,42264.81641,42658.66797,42658.66797,18715487317,2/5/24
42657.39063,43344.14844,42529.01953,43084.67188,43084.67188,16798476726,2/6/24
43090.01953,44341.94922,42775.95703,44318.22266,44318.22266,21126587775,2/7/24
44332.125,45575.83984,44332.125,45301.56641,45301.56641,26154524080,2/8/24
45297.38281,48152.49609,45260.82422,47147.19922,47147.19922,39316770844,2/9/24
47153.52734,48146.17188,46905.32031,47771.27734,47771.27734,16398681570,2/10/24
47768.96875,48535.9375,47617.40625,48293.91797,48293.91797,19315867136,2/11/24
48296.38672,50280.47656,47745.76172,49958.22266,49958.22266,34511985805,2/12/24
49941.35938,50358.39063,48406.49609,49742.44141,49742.44141,35593051468,2/13/24
49733.44531,52021.37109,49296.83203,51826.69531,51826.69531,39105608050,2/14/24
51836.78516,52820.06641,51371.62891,51938.55469,51938.55469,38564360533,2/15/24
51937.72656,52537.96875,51641.36719,52160.20313,52160.20313,28180567298,2/16/24
52161.67578,52191.91406,50669.66797,51662.99609,51662.99609,20009091006,2/17/24
51661.96875,52356.96484,51233.70703,52122.54688,52122.54688,17595377311,2/18/24
52134.8125,52483.32422,51711.82031,51779.14453,51779.14453,21362184346,2/19/24
51777.72656,52945.05078,50792.3125,52284.875,52284.875,33353758256,2/20/24
52273.53516,52368.81641,50671.75781,51839.17969,51839.17969,28624907020,2/21/24
51854.64453,52009.61328,50926.29297,51304.97266,51304.97266,25413900611,2/22/24
51283.90625,51497.93359,50561.77734,50731.94922,50731.94922,21427078270,2/23/24
50736.37109,51684.19531,50585.44531,51571.10156,51571.10156,15174077879,2/24/24
51565.21484,51950.02734,51306.17188,51733.23828,51733.23828,15413239245,2/25/24
51730.53906,54938.17578,50931.03125,54522.40234,54522.40234,34074411896,2/26/24
54519.36328,57537.83984,54484.19922,57085.37109,57085.37109,49756832031,2/27/24
57071.09766,63913.13281,56738.42578,62504.78906,62504.78906,83239156760,2/28/24
62499.18359,63585.64453,60498.73047,61198.38281,61198.38281,65496611844,2/29/24
61168.0625,63155.10156,60802.52734,62440.63281,62440.63281,40186368423,3/1/24
62431.65234,62458.69922,61657.28906,62029.84766,62029.84766,23888473685,3/2/24
62031.57813,63230.21094,61435.02344,63167.37109,63167.37109,26253811450,3/3/24
63137.00391,68537.03125,62386.51953,68330.41406,68330.41406,70670471105,3/4/24
68341.05469,69170.625,59323.91016,63801.19922,63801.19922,1.02803E+11,3/5/24
63776.05078,67637.92969,62848.67188,66106.80469,66106.80469,68750229073,3/6/24
66099.74219,68029.92188,65655.53125,66925.48438,66925.48438,46989543159,3/7/24
66938.09375,70083.05469,66230.45313,68300.09375,68300.09375,59202881172,3/8/24
68299.25781,68673.05469,68053.125,68498.88281,68498.88281,21609650379,3/9/24
68500.25781,70005.20313,68239.97656,69019.78906,69019.78906,35683977532,3/10/24
69020.54688,72850.71094,67194.88281,72123.90625,72123.90625,65716656765,3/11/24
72125.125,72825.65625,68728.85156,71481.28906,71481.28906,62554434520,3/12/24
71482.11719,73637.47656,71334.09375,73083.5,73083.5,48212536929,3/13/24
73079.375,73750.07031,68563.02344,71396.59375,71396.59375,59594605698,3/14/24
71387.875,72357.13281,65630.69531,69403.77344,69403.77344,78320453976,3/15/24
69392.48438,70046.27344,64801.39453,65315.11719,65315.11719,46842198371,3/16/24
65316.34375,68845.71875,64545.31641,68390.625,68390.625,44716864318,3/17/24
68371.30469,68897.13281,66594.22656,67548.59375,67548.59375,49261579492,3/18/24
67556.13281,68106.92969,61536.17969,61912.77344,61912.77344,74215844794,3/19/24
61930.15625,68115.25781,60807.78516,67913.67188,67913.67188,66792634382,3/20/24
67911.58594,68199.99219,64580.91797,65491.39063,65491.39063,44480350565,3/21/24
65489.92969,66623.75,62355.37109,63778.76172,63778.76172,41401116964,3/22/24
63802.72266,65976.39844,63038.49219,64062.20313,64062.20313,24738964812,3/23/24
64070.75391,67622.75781,63825.85156,67234.17188,67234.17188,27206630673,3/24/24
67234.09375,71162.59375,66414.83594,69958.8125,69958.8125,42700139523,3/25/24
69931.32813,71535.74219,69335.60938,69987.83594,69987.83594,36010437368,3/26/24
69991.89844,71727.6875,68381.92969,69455.34375,69455.34375,40827113309,3/27/24
69452.77344,71546.02344,68895.50781,70744.95313,70744.95313,34374900617,3/28/24
70744.79688,70913.09375,69076.65625,69892.82813,69892.82813,25230851763,3/29/24
69893.44531,70355.49219,69601.0625,69645.30469,69645.30469,17130241883,3/30/24
69647.78125,71377.78125,69624.86719,71333.64844,71333.64844,20050941373,3/31/24
71333.48438,71342.09375,68110.69531,69702.14844,69702.14844,34873527352,4/1/24
69705.02344,69708.38281,64586.59375,65446.97266,65446.97266,50705240709,4/2/24
65446.67188,66914.32031,64559.89844,65980.8125,65980.8125,34488018367,4/3/24
65975.69531,69291.25781,65113.79688,68508.84375,68508.84375,34439527442,4/4/24
68515.75781,68725.75781,66011.47656,67837.64063,67837.64063,33748230056,4/5/24
67840.57031,69629.60156,67491.71875,68896.10938,68896.10938,19967785809,4/6/24
68897.10938,70284.42969,68851.63281,69362.55469,69362.55469,21204930369,4/7/24
69362.55469,72715.35938,69064.24219,71631.35938,71631.35938,37261432669,4/8/24
71632.5,71742.50781,68212.92188,69139.01563,69139.01563,36426900409,4/9/24
69140.24219,71093.42969,67503.5625,70587.88281,70587.88281,38318601774,4/10/24
70575.73438,71256.23438,69571.8125,70060.60938,70060.60938,30153382941,4/11/24
70061.38281,71222.74219,65254.83594,67195.86719,67195.86719,44129299406,4/12/24
67188.375,67931.42969,60919.10547,63821.47266,63821.47266,52869738185,4/13/24
63836.23047,65824.42969,62205.85156,65738.72656,65738.72656,49084320047,4/14/24
65739.64844,66878.64844,62332.07031,63426.21094,63426.21094,43595917654,4/15/24
63419.29688,64355.66797,61716.40234,63811.86328,63811.86328,42847528078,4/16/24
63831.84766,64486.36328,59768.58594,61276.69141,61276.69141,41915247049,4/17/24
61275.31641,64125.6875,60833.48047,63512.75391,63512.75391,36006307335,4/18/24
63510.75,65481.59766,59651.39063,63843.57031,63843.57031,49920425401,4/19/24
